match,bet_side,stake,profit,bankroll,source_file
Ernesto Escobedo vs Taro Daniel,P1,1,-1.0,1091.7400000000014,value_bets_atp_aus_open_2023.csv
Ernesto Escobedo vs Taro Daniel,P1,1,-1.0,1090.7400000000014,value_bets_atp_aus_open_2023.csv
Ernesto Escobedo vs Taro Daniel,P1,1,-1.0,1089.7400000000014,value_bets_atp_aus_open_2023.csv
Ernesto Escobedo vs Taro Daniel,P1,1,-1.0,1088.7400000000014,value_bets_atp_aus_open_2023.csv
Ernesto Escobedo vs Taro Daniel,P1,1,-1.0,1087.7400000000014,value_bets_atp_aus_open_2023.csv
Ernesto Escobedo vs Taro Daniel,P1,1,-1.0,1086.7400000000014,value_bets_atp_aus_open_2023.csv
Ernesto Escobedo vs Taro Daniel,P1,1,-1.0,1085.7400000000014,value_bets_atp_aus_open_2023.csv
Ernesto Escobedo vs Taro Daniel,P1,1,-1.0,1084.7400000000014,value_bets_atp_aus_open_2023.csv
Ernesto Escobedo vs Taro Daniel,P1,1,-1.0,1083.7400000000014,value_bets_atp_aus_open_2023.csv
Ernesto Escobedo vs Taro Daniel,P1,1,-1.0,1082.7400000000014,value_bets_atp_aus_open_2023.csv
Ernesto Escobedo vs Taro Daniel,P1,1,-1.0,1081.7400000000014,value_bets_atp_aus_open_2023.csv
Ernesto Escobedo vs Taro Daniel,P1,1,-1.0,1080.7400000000014,value_bets_atp_aus_open_2023.csv
Ernesto Escobedo vs Taro Daniel,P1,1,-1.0,1079.7400000000014,value_bets_atp_aus_open_2023.csv
Ernesto Escobedo vs Taro Daniel,P1,1,-1.0,1078.7400000000014,value_bets_atp_aus_open_2023.csv
Ernesto Escobedo vs Taro Daniel,P1,1,-1.0,1077.7400000000014,value_bets_atp_aus_open_2023.csv
Ernesto Escobedo vs Taro Daniel,P1,1,-1.0,1076.7400000000014,value_bets_atp_aus_open_2023.csv
Ernesto Escobedo vs Taro Daniel,P1,1,-1.0,1075.7400000000014,value_bets_atp_aus_open_2023.csv
Ernesto Escobedo vs Taro Daniel,P1,1,-1.0,1074.7400000000014,value_bets_atp_aus_open_2023.csv
Ernesto Escobedo vs Taro Daniel,P1,1,-1.0,1073.7400000000014,value_bets_atp_aus_open_2023.csv
Ernesto Escobedo vs Taro Daniel,P1,1,-1.0,1072.7400000000014,value_bets_atp_aus_open_2023.csv
Ernesto Escobedo vs Taro Daniel,P1,1,-1.0,1071.7400000000014,value_bets_atp_aus_open_2023.csv
Ernesto Escobedo vs Taro Daniel,P1,1,-1.0,1070.7400000000014,value_bets_atp_aus_open_2023.csv
Ernesto Escobedo vs Taro Daniel,P1,1,-1.0,1069.7400000000014,value_bets_atp_aus_open_2023.csv
Ernesto Escobedo vs Taro Daniel,P1,1,-1.0,1068.7400000000014,value_bets_atp_aus_open_2023.csv
Ernesto Escobedo vs Taro Daniel,P1,1,-1.0,1067.7400000000014,value_bets_atp_aus_open_2023.csv
Ernesto Escobedo vs Taro Daniel,P1,1,-1.0,1066.7400000000014,value_bets_atp_aus_open_2023.csv
Ernesto Escobedo vs Taro Daniel,P1,1,-1.0,1065.7400000000014,value_bets_atp_aus_open_2023.csv
Ernesto Escobedo vs Taro Daniel,P1,1,-1.0,1064.7400000000014,value_bets_atp_aus_open_2023.csv
Ernesto Escobedo vs Taro Daniel,P1,1,-1.0,1063.7400000000014,value_bets_atp_aus_open_2023.csv
Ernesto Escobedo vs Taro Daniel,P1,1,-1.0,1062.7400000000014,value_bets_atp_aus_open_2023.csv
