snapshot_date,match_date,winner,loser,player_1,player_2,odds_player_1,odds_player_2,implied_prob_1,implied_prob_2,bookmaker,actual_winner,p1_is_winner,p2_is_winner,odds_margin,implied_diff,won
2023-07-03,2023-07-03,Jordan Thompson,Brandon Nakashima,Brandon Nakashima,Jordan Thompson,1.9,1.9,0.5263157894736842,0.5263157894736842,SportsBet,Jordan Thompson,False,True,-0.05263157894736836,0.0,0
2023-07-03,2023-07-03,Jordan Thompson,Brandon Nakashima,Brandon Nakashima,Jordan Thompson,1.94,1.86,0.5154639175257733,0.5376344086021505,1xBet,Jordan Thompson,False,True,-0.053098326127923645,-0.022170491076377252,0
2023-07-03,2023-07-03,Jordan Thompson,Brandon Nakashima,Brandon Nakashima,Jordan Thompson,1.91,1.88,0.5235602094240838,0.5319148936170213,MyBookie.ag,Jordan Thompson,False,True,-0.05547510304110492,-0.0083546841929375,0
2023-07-03,2023-07-03,Jordan Thompson,Brandon Nakashima,Brandon Nakashima,Jordan Thompson,1.94,1.86,0.5154639175257733,0.5376344086021505,Marathon Bet,Jordan Thompson,False,True,-0.053098326127923645,-0.022170491076377252,0
2023-07-03,2023-07-03,Jordan Thompson,Brandon Nakashima,Brandon Nakashima,Jordan Thompson,1.91,1.91,0.5235602094240838,0.5235602094240838,Bovada,Jordan Thompson,False,True,-0.04712041884816753,0.0,0
2023-07-03,2023-07-03,Jordan Thompson,Brandon Nakashima,Brandon Nakashima,Jordan Thompson,1.93,1.98,0.5181347150259068,0.5050505050505051,Pinnacle,Jordan Thompson,False,True,-0.023185220076411994,0.013084209975401717,0
2023-07-03,2023-07-03,Jordan Thompson,Brandon Nakashima,Brandon Nakashima,Jordan Thompson,1.91,1.85,0.5235602094240838,0.5405405405405405,Ladbrokes,Jordan Thompson,False,True,-0.06410074996462423,-0.016980331116456693,0
2023-07-03,2023-07-03,Jordan Thompson,Brandon Nakashima,Brandon Nakashima,Jordan Thompson,1.9,1.87,0.5263157894736842,0.53475935828877,Betclic,Jordan Thompson,False,True,-0.06107514776245404,-0.008443568815085789,0
2023-07-03,2023-07-03,Jordan Thompson,Brandon Nakashima,Brandon Nakashima,Jordan Thompson,1.91,1.85,0.5235602094240838,0.5405405405405405,Coral,Jordan Thompson,False,True,-0.06410074996462423,-0.016980331116456693,0
2023-07-03,2023-07-03,Jordan Thompson,Brandon Nakashima,Brandon Nakashima,Jordan Thompson,1.91,1.85,0.5235602094240838,0.5405405405405405,Ladbrokes,Jordan Thompson,False,True,-0.06410074996462423,-0.016980331116456693,0
2023-07-03,2023-07-03,Jordan Thompson,Brandon Nakashima,Brandon Nakashima,Jordan Thompson,1.88,1.83,0.5319148936170213,0.5464480874316939,Mr Green,Jordan Thompson,False,True,-0.0783629810487152,-0.014533193814672662,0
2023-07-03,2023-07-03,Jordan Thompson,Brandon Nakashima,Brandon Nakashima,Jordan Thompson,1.92,1.88,0.5208333333333334,0.5319148936170213,Unibet,Jordan Thompson,False,True,-0.05274822695035475,-0.011081560283687897,0
2023-07-03,2023-07-03,Jordan Thompson,Brandon Nakashima,Brandon Nakashima,Jordan Thompson,1.92,1.88,0.5208333333333334,0.5319148936170213,Casumo,Jordan Thompson,False,True,-0.05274822695035475,-0.011081560283687897,0
2023-07-03,2023-07-03,Jordan Thompson,Brandon Nakashima,Brandon Nakashima,Jordan Thompson,1.92,1.88,0.5208333333333334,0.5319148936170213,Barstool Sportsbook,Jordan Thompson,False,True,-0.05274822695035475,-0.011081560283687897,0
2023-07-03,2023-07-03,Jordan Thompson,Brandon Nakashima,Brandon Nakashima,Jordan Thompson,1.92,1.88,0.5208333333333334,0.5319148936170213,BetRivers,Jordan Thompson,False,True,-0.05274822695035475,-0.011081560283687897,0
2023-07-03,2023-07-03,Jordan Thompson,Brandon Nakashima,Brandon Nakashima,Jordan Thompson,1.91,1.85,0.5235602094240838,0.5405405405405405,Neds,Jordan Thompson,False,True,-0.06410074996462423,-0.016980331116456693,0
2023-07-03,2023-07-03,Jordan Thompson,Brandon Nakashima,Brandon Nakashima,Jordan Thompson,1.87,1.95,0.53475935828877,0.5128205128205129,LowVig.ag,Jordan Thompson,False,True,-0.047579871109282745,0.021938845468257084,0
2023-07-03,2023-07-03,Jordan Thompson,Brandon Nakashima,Brandon Nakashima,Jordan Thompson,1.87,1.95,0.53475935828877,0.5128205128205129,DraftKings,Jordan Thompson,False,True,-0.047579871109282745,0.021938845468257084,0
2023-07-03,2023-07-03,Jordan Thompson,Brandon Nakashima,Brandon Nakashima,Jordan Thompson,1.85,1.95,0.5405405405405405,0.5128205128205129,TAB,Jordan Thompson,False,True,-0.053361053361053346,0.027720027720027574,0
2023-07-03,2023-07-03,Jordan Thompson,Brandon Nakashima,Brandon Nakashima,Jordan Thompson,1.87,1.95,0.53475935828877,0.5128205128205129,BetOnline.ag,Jordan Thompson,False,True,-0.047579871109282745,0.021938845468257084,0
