match_date,winner,loser,player_1,player_2,odds_player_1,odds_player_2,implied_prob_1,implied_prob_2,bookmaker,actual_winner,p1_is_winner,p2_is_winner
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.22,5.3,0.819672131147541,0.1886792452830188,Betfair,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.22,5.3,0.819672131147541,0.1886792452830188,Betfair,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.22,5.3,0.819672131147541,0.1886792452830188,Betfair,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.2,4.7,0.8333333333333334,0.2127659574468085,DraftKings,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.17,4.75,0.8547008547008548,0.2105263157894736,888sport,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.17,4.9,0.8547008547008548,0.2040816326530612,MyBookie.ag,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.16,5.4,0.8620689655172414,0.1851851851851851,FanDuel,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.18,4.8,0.8474576271186441,0.2083333333333333,Barstool Sportsbook,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.14,5.0,0.8771929824561404,0.2,Paddy Power,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.18,4.8,0.8474576271186441,0.2083333333333333,Nordic Bet,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.18,4.75,0.8474576271186441,0.2105263157894736,BetMGM,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.18,5.1,0.8474576271186441,0.196078431372549,Unibet,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.18,4.9,0.8474576271186441,0.2040816326530612,Betr,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.18,5.1,0.8474576271186441,0.196078431372549,Unibet,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.18,5.1,0.8474576271186441,0.196078431372549,Unibet,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.2,4.6,0.8333333333333334,0.2173913043478261,Virgin Bet,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.15,5.1,0.8695652173913044,0.196078431372549,TopSport,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.17,4.5,0.8547008547008548,0.2222222222222222,SuperBook,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.18,5.1,0.8474576271186441,0.196078431372549,Casumo,Ben Shelton,True,False
