market_id,snapshot_date,match_date,winner,loser,player_1,player_2,odds_player_1_x,odds_player_2_x,implied_prob_1,implied_prob_2,bookmaker,actual_winner,p1_is_winner,p2_is_winner,odds_player_1_y,odds_player_2_y
1.208567811,2023-01-17,2023-01-16,Grigor Dimitrov,Aslan Karatsev,Grigor Dimitrov,Aslan Karatsev,,,,,,Grigor Dimitrov,True,False,3.35,3.35
1.208567811,2023-01-17,2023-01-16,Grigor Dimitrov,Aslan Karatsev,Grigor Dimitrov,Aslan Karatsev,,,,,,Grigor Dimitrov,True,False,3.35,3.35
1.208567811,2023-01-17,2023-01-16,Grigor Dimitrov,Aslan Karatsev,Grigor Dimitrov,Aslan Karatsev,,,,,,Grigor Dimitrov,True,False,3.35,3.35
1.208567829,2023-01-17,2023-01-16,Taylor Fritz,Nikoloz Basilashvili,Taylor Fritz,Nikoloz Basilashvili,,,,,,Taylor Fritz,True,False,23.0,23.0
1.208567829,2023-01-17,2023-01-16,Taylor Fritz,Nikoloz Basilashvili,Taylor Fritz,Nikoloz Basilashvili,,,,,,Taylor Fritz,True,False,23.0,23.0
1.208567829,2023-01-17,2023-01-16,Taylor Fritz,Nikoloz Basilashvili,Taylor Fritz,Nikoloz Basilashvili,,,,,,Taylor Fritz,True,False,23.0,23.0
1.208567829,2023-01-17,2023-01-16,Taylor Fritz,Nikoloz Basilashvili,Taylor Fritz,Nikoloz Basilashvili,,,,,,Taylor Fritz,True,False,23.0,23.0
1.208567829,2023-01-17,2023-01-16,Taylor Fritz,Nikoloz Basilashvili,Taylor Fritz,Nikoloz Basilashvili,,,,,,Taylor Fritz,True,False,23.0,23.0
1.208567829,2023-01-17,2023-01-16,Taylor Fritz,Nikoloz Basilashvili,Taylor Fritz,Nikoloz Basilashvili,,,,,,Taylor Fritz,True,False,23.0,23.0
1.208575178,2023-01-17,2023-01-16,Benjamin Bonzi,Mattia Bellucci,Mattia Bellucci,Benjamin Bonzi,,,,,,Benjamin Bonzi,False,True,1.43,1.43
1.208575178,2023-01-17,2023-01-16,Benjamin Bonzi,Mattia Bellucci,Mattia Bellucci,Benjamin Bonzi,,,,,,Benjamin Bonzi,False,True,1.43,1.43
1.208575685,2023-01-17,2023-01-16,Laslo Djere,Zizou Bergs,Zizou Bergs,Laslo Djere,,,,,,Laslo Djere,False,True,2.9,2.9
1.208575685,2023-01-17,2023-01-16,Laslo Djere,Zizou Bergs,Zizou Bergs,Laslo Djere,,,,,,Laslo Djere,False,True,2.9,2.9
1.208575685,2023-01-17,2023-01-16,Laslo Djere,Zizou Bergs,Zizou Bergs,Laslo Djere,,,,,,Laslo Djere,False,True,2.9,2.9
1.208575685,2023-01-17,2023-01-16,Laslo Djere,Zizou Bergs,Zizou Bergs,Laslo Djere,,,,,,Laslo Djere,False,True,2.9,2.9
1.208575685,2023-01-17,2023-01-16,Laslo Djere,Zizou Bergs,Zizou Bergs,Laslo Djere,,,,,,Laslo Djere,False,True,2.9,2.9
1.208575685,2023-01-17,2023-01-16,Laslo Djere,Zizou Bergs,Zizou Bergs,Laslo Djere,,,,,,Laslo Djere,False,True,2.9,2.9
1.208575678,2023-01-17,2023-01-16,Alex De Minaur,Yu Hsiou Hsu,Yu Hsiou Hsu,Alex De Minaur,,,,,,Alex De Minaur,False,True,1.06,1.06
1.208575678,2023-01-17,2023-01-16,Alex De Minaur,Yu Hsiou Hsu,Yu Hsiou Hsu,Alex De Minaur,,,,,,Alex De Minaur,False,True,1.06,1.06
